"ï..month","town","flat_type","block","street_name","mean_storey","floor_area_sqm","lease_commence_date","resale_price","adj_resale_price","price_per_sqm","adj_price_per_sqm","accom_cpi","MRT","HAWKER","SHOPPING.MALL"
"2010-06","SENGKANG","4 ROOM","268B","COMPASSVALE LINK",14,90,2006,440000,487459.0091,4888.888889,5416.211213,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","268C","COMPASSVALE LINK",2,90,2006,415000,459762.4745,4611.111111,5108.471939,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","268D","COMPASSVALE LINK",14,90,2006,448000,496321.9002,4977.777778,5514.68778,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","269A","COMPASSVALE LINK",5,90,2006,415000,459762.4745,4611.111111,5108.471939,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","269B","COMPASSVALE LINK",14,90,2006,460000,509616.2368,5111.111111,5662.402631,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","267A","COMPASSVALE LINK",11,90,2006,402000,445360.2765,4466.666667,4948.447517,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","267A","COMPASSVALE LINK",17,90,2006,4e+05,443144.5538,4444.444444,4923.828375,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","267B","COMPASSVALE LINK",8,91,2006,408000,452007.4448,4483.516484,4967.114778,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","267B","COMPASSVALE LINK",11,91,2006,418000,463086.0587,4593.406593,5088.857788,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",2,90,2006,390000,432065.9399,4333.333333,4800.732666,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",5,90,2006,427000,473056.8111,4744.444444,5256.18679,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","265A","COMPASSVALE LINK",8,92,2008,445000,492998.3161,4836.956522,5358.677348,90.264,7,5,17
"2010-06","SENGKANG","4 ROOM","298A","COMPASSVALE ST",14,94,2001,372000,412124.435,3957.446809,4384.3025,90.264,4,5,10
"2010-06","SENGKANG","4 ROOM","298B","COMPASSVALE ST",8,94,2001,360000,398830.0984,3829.787234,4242.873387,90.264,4,5,10
"2010-06","SENGKANG","4 ROOM","299A","COMPASSVALE ST",5,94,2001,367000,406585.1281,3904.255319,4325.373703,90.264,4,5,10
"2010-06","SENGKANG","4 ROOM","403D","FERNVALE LANE",14,92,2004,390000,432065.9399,4239.130435,4696.368912,90.264,10,7,7
"2010-06","SENGKANG","4 ROOM","405C","FERNVALE LANE",5,93,2004,365000,404369.4053,3924.731183,4348.058122,90.264,10,7,7
"2010-06","SENGKANG","4 ROOM","408A","FERNVALE RD",23,95,2004,415500,460316.4052,4373.684211,4845.435844,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","408C","FERNVALE RD",26,95,2005,425000,470841.0884,4473.684211,4956.221983,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","409B","FERNVALE RD",2,95,2004,373000,413232.2964,3926.315789,4349.813646,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","407A","FERNVALE RD",2,95,2005,352000,389967.2073,3705.263158,4104.917972,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","407B","FERNVALE RD",14,91,2005,388000,429850.2171,4263.736264,4723.62876,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","407B","FERNVALE RD",14,91,2005,390000,432065.9399,4285.714286,4747.977362,90.264,2,2,3
"2010-06","SENGKANG","4 ROOM","159A","RIVERVALE CRES",11,91,2003,391000,433173.8013,4296.703297,4760.151663,90.264,5,5,5
"2010-06","SENGKANG","4 ROOM","158A","RIVERVALE CRES",5,94,2003,390000,432065.9399,4148.93617,4596.446169,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","301B","ANCHORVALE DR",8,110,2001,450000,498537.623,4090.909091,4532.160209,90.264,7,8,10
"2010-06","SENGKANG","5 ROOM","301D","ANCHORVALE DR",11,111,2001,440000,487459.0091,3963.963964,4391.522605,90.264,7,8,10
"2010-06","SENGKANG","5 ROOM","307D","ANCHORVALE RD",14,110,2001,430000,476380.3953,3909.090909,4330.730866,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","308A","ANCHORVALE RD",8,110,2002,430000,476380.3953,3909.090909,4330.730866,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","227A","COMPASSVALE DR",5,122,1999,426000,471948.9497,3491.803279,3868.434014,90.264,6,3,8
"2010-06","SENGKANG","5 ROOM","227C","COMPASSVALE DR",5,115,2000,387000,428742.3558,3365.217391,3728.194398,90.264,6,3,8
"2010-06","SENGKANG","5 ROOM","201B","COMPASSVALE DR",14,110,2001,475000,526234.1576,4318.181818,4783.946887,90.264,6,3,8
"2010-06","SENGKANG","5 ROOM","206B","COMPASSVALE LANE",14,123,1999,453000,501861.2071,3682.926829,4080.172416,90.264,4,1,7
"2010-06","SENGKANG","5 ROOM","206C","COMPASSVALE LANE",11,122,1999,442000,489674.7319,3622.95082,4013.727311,90.264,4,1,7
"2010-06","SENGKANG","5 ROOM","206D","COMPASSVALE LANE",11,122,1999,450000,498537.623,3688.52459,4086.373959,90.264,4,1,7
"2010-06","SENGKANG","5 ROOM","206D","COMPASSVALE LANE",5,122,1999,427500,473610.7418,3504.098361,3882.055261,90.264,4,1,7
"2010-06","SENGKANG","5 ROOM","255","COMPASSVALE RD",8,116,2000,435000,481919.7022,3750,4154.480191,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","245","COMPASSVALE RD",5,116,2000,425000,470841.0884,3663.793103,4058.9749,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","245","COMPASSVALE RD",2,115,2000,422000,467517.5042,3669.565217,4065.369602,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","246","COMPASSVALE RD",5,116,2000,435000,481919.7022,3750,4154.480191,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","257A","COMPASSVALE RD",8,110,2000,474000,525126.2962,4309.090909,4773.87542,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","259C","COMPASSVALE RD",2,110,2000,420000,465301.7814,3818.181818,4230.016195,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","258D","COMPASSVALE RD",11,110,2001,465000,515155.5437,4227.272727,4683.232216,90.264,4,4,4
"2010-06","SENGKANG","5 ROOM","251","COMPASSVALE ST",2,115,2000,398000,440928.831,3460.869565,3834.163748,90.264,4,5,10
"2010-06","SENGKANG","5 ROOM","252","COMPASSVALE ST",5,116,2000,388000,429850.2171,3344.827586,3705.60532,90.264,4,5,10
"2010-06","SENGKANG","5 ROOM","233","COMPASSVALE WALK",11,123,1999,450000,498537.623,3658.536585,4053.151406,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","239","COMPASSVALE WALK",2,122,1999,425000,470841.0884,3483.606557,3859.353183,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","226A","COMPASSVALE WALK",17,122,1999,470000,520694.8507,3852.459016,4267.990579,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","226B","COMPASSVALE WALK",14,122,1999,450000,498537.623,3688.52459,4086.373959,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","228A","COMPASSVALE WALK",2,121,2000,428000,474164.6725,3537.190083,3918.716302,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","184B","RIVERVALE CRES",11,110,2003,390000,432065.9399,3545.454545,3927.872181,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","123A","RIVERVALE DR",2,115,1999,378000,418771.6033,3286.956522,3641.492203,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","123C","RIVERVALE DR",11,115,1999,4e+05,443144.5538,3478.26087,3853.430902,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","146","RIVERVALE DR",11,122,1999,413000,457546.7518,3385.245902,3750.383211,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","144","RIVERVALE DR",5,122,1999,416000,460870.3359,3409.836066,3777.625704,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","192B","RIVERVALE DR",14,115,2000,423000,468625.3656,3678.26087,4075.003179,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","192C","RIVERVALE DR",11,115,2000,435000,481919.7022,3782.608696,4190.606106,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","116B","RIVERVALE DR",14,115,2000,423000,468625.3656,3678.26087,4075.003179,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","193","RIVERVALE DR",14,111,2001,415000,459762.4745,3738.738739,4142.004275,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","196","RIVERVALE DR",5,111,2001,393000,435389.5241,3540.540541,3922.428145,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","196","RIVERVALE DR",8,111,2001,399000,442036.6924,3594.594595,3982.312544,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","121","RIVERVALE DR",11,110,2000,410000,454223.1676,3727.272727,4129.301524,90.264,2,10,10
"2010-06","SENGKANG","5 ROOM","133","RIVERVALE ST",17,122,1999,418000,463086.0587,3426.229508,3795.787366,90.264,3,12,12
"2010-06","SENGKANG","5 ROOM","125","RIVERVALE ST",14,121,1999,415000,459762.4745,3429.752066,3799.689872,90.264,3,12,12
"2010-06","SENGKANG","5 ROOM","109","RIVERVALE WALK",11,120,1999,395000,437605.2468,3291.666667,3646.71039,90.264,3,6,6
"2010-06","SENGKANG","5 ROOM","112","RIVERVALE WALK",14,122,1998,450000,498537.623,3688.52459,4086.373959,90.264,3,6,6
"2010-06","SENGKANG","5 ROOM","115","RIVERVALE WALK",14,120,1998,450000,498537.623,3750,4154.480191,90.264,3,6,6
"2010-06","SENGKANG","5 ROOM","200D","SENGKANG EAST RD",14,110,2001,443000,490782.5933,4027.272727,4461.659939,90.264,7,2,7
"2010-06","SENGKANG","5 ROOM","260D","SENGKANG EAST WAY",8,110,2001,5e+05,553930.6922,4545.454545,5035.733565,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","260D","SENGKANG EAST WAY",2,110,2001,435008,481928.5651,3954.618182,4381.168774,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","261A","SENGKANG EAST WAY",14,110,2000,5e+05,553930.6922,4545.454545,5035.733565,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","121D","SENGKANG EAST WAY",2,110,2000,4e+05,443144.5538,3636.363636,4028.586852,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","122A","SENGKANG EAST WAY",5,110,2000,365000,404369.4053,3318.181818,3676.085503,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","323C","SENGKANG EAST WAY",11,110,2003,475000,526234.1576,4318.181818,4783.946887,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","323C","SENGKANG EAST WAY",2,110,2003,447000,495214.0388,4063.636364,4501.945807,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","325A","SENGKANG EAST WAY",8,110,2003,465000,515155.5437,4227.272727,4683.232216,90.264,1,1,1
"2010-06","SENGKANG","5 ROOM","311B","ANCHORVALE LANE",11,111,2002,413000,457546.7518,3720.720721,4122.042809,90.264,6,6,18
"2010-06","SENGKANG","5 ROOM","311B","ANCHORVALE LANE",14,111,2002,430000,476380.3953,3873.873874,4291.715273,90.264,6,6,18
"2010-06","SENGKANG","5 ROOM","311C","ANCHORVALE LANE",11,112,2002,423000,468625.3656,3776.785714,4184.15505,90.264,6,6,18
"2010-06","SENGKANG","5 ROOM","311D","ANCHORVALE LANE",14,112,2002,442000,489674.7319,3946.428571,4372.095821,90.264,6,6,18
"2010-06","SENGKANG","5 ROOM","314A","ANCHORVALE LINK",11,110,2003,464000,514047.6824,4218.181818,4673.160749,90.264,10,10,10
"2010-06","SENGKANG","5 ROOM","316A","ANCHORVALE LINK",14,110,2003,488000,540636.3556,4436.363636,4914.87596,90.264,10,10,10
"2010-06","SENGKANG","5 ROOM","316C","ANCHORVALE LINK",5,110,2003,450000,498537.623,4090.909091,4532.160209,90.264,10,10,10
"2010-06","SENGKANG","5 ROOM","316C","ANCHORVALE LINK",5,110,2003,422000,467517.5042,3836.363636,4250.159129,90.264,10,10,10
"2010-06","SENGKANG","5 ROOM","315A","ANCHORVALE RD",11,110,2003,472000,522910.5734,4290.909091,4753.732486,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","315C","ANCHORVALE RD",14,110,2003,455000,504076.9299,4136.363636,4582.517544,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","315C","ANCHORVALE RD",2,110,2003,435000,481919.7022,3954.545455,4381.088202,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","313B","ANCHORVALE RD",5,110,2003,455000,504076.9299,4136.363636,4582.517544,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","313B","ANCHORVALE RD",5,110,2003,448000,496321.9002,4072.727273,4512.017275,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","313C","ANCHORVALE RD",5,110,2003,423000,468625.3656,3845.454545,4260.230596,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","309B","ANCHORVALE RD",17,111,2002,423000,468625.3656,3810.810811,4221.85014,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","310B","ANCHORVALE RD",5,111,2003,423000,468625.3656,3810.810811,4221.85014,90.264,6,15,15
"2010-06","SENGKANG","5 ROOM","268B","COMPASSVALE LINK",17,110,2006,485000,537312.7714,4409.090909,4884.661558,90.264,7,5,17
"2010-06","SENGKANG","5 ROOM","268C","COMPASSVALE LINK",11,111,2006,482000,533989.1873,4342.342342,4810.713399,90.264,7,5,17
"2010-06","SENGKANG","5 ROOM","267A","COMPASSVALE LINK",14,111,2006,5e+05,553930.6922,4504.504505,4990.366596,90.264,7,5,17
"2010-06","SENGKANG","5 ROOM","269D","COMPASSVALE LINK",17,110,2006,488888,541620.1365,4444.436364,4923.819423,90.264,7,5,17
"2010-06","SENGKANG","5 ROOM","298B","COMPASSVALE ST",5,114,2001,415000,459762.4745,3640.350877,4033.004162,90.264,4,5,10
"2010-06","SENGKANG","5 ROOM","299A","COMPASSVALE ST",17,114,2001,440000,487459.0091,3859.649123,4275.95622,90.264,4,5,10
"2010-06","SENGKANG","5 ROOM","403D","FERNVALE LANE",17,114,2004,458888,508384.295,4025.333333,4459.511359,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","403D","FERNVALE LANE",5,114,2004,420000,465301.7814,3684.210526,4081.594574,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","404B","FERNVALE LANE",23,114,2004,453000,501861.2071,3973.684211,4402.291291,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","404B","FERNVALE LANE",5,114,2004,430000,476380.3953,3771.929825,4178.775397,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","405C","FERNVALE LANE",14,112,2004,450000,498537.623,4017.857143,4451.228777,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","405C","FERNVALE LANE",20,112,2004,438000,485243.2864,3910.714286,4332.529343,90.264,10,7,7
"2010-06","SENGKANG","5 ROOM","408C","FERNVALE RD",20,115,2005,465000,515155.5437,4043.478261,4479.613424,90.264,2,2,3
"2010-06","SENGKANG","5 ROOM","406B","FERNVALE RD",11,110,2004,460000,509616.2368,4181.818182,4632.87488,90.264,2,2,3
"2010-06","SENGKANG","5 ROOM","407A","FERNVALE RD",5,110,2005,422000,467517.5042,3836.363636,4250.159129,90.264,2,2,3
"2010-06","SENGKANG","5 ROOM","157B","RIVERVALE CRES",11,109,2003,442800,490561.021,4062.385321,4500.559826,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","157C","RIVERVALE CRES",14,110,2003,470000,520694.8507,4272.727273,4733.589551,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","157D","RIVERVALE CRES",5,110,2003,415000,459762.4745,3772.727273,4179.658859,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","158A","RIVERVALE CRES",5,110,2003,380000,420987.3261,3454.545455,3827.15751,90.264,5,5,5
"2010-06","SENGKANG","5 ROOM","158D","RIVERVALE CRES",2,110,2003,4e+05,443144.5538,3636.363636,4028.586852,90.264,5,5,5
"2010-07","SENGKANG","4 ROOM","301C","ANCHORVALE DR",14,90,2001,401000,430826.0902,4455.555556,4786.956558,93.077,7,8,10
"2010-07","SENGKANG","4 ROOM","304B","ANCHORVALE LINK",2,90,2001,372000,399669.0912,4133.333333,4440.76768,93.077,10,10,10
"2010-07","SENGKANG","4 ROOM","307C","ANCHORVALE RD",17,90,2001,355000,381404.6435,3944.444444,4237.829372,93.077,6,15,15
"2010-07","SENGKANG","4 ROOM","290A","COMPASSVALE CRES",5,90,2002,378000,406115.3668,4200,4512.392965,93.077,6,6,14
"2010-07","SENGKANG","4 ROOM","295B","COMPASSVALE CRES",8,90,2002,366000,393222.8155,4066.666667,4369.142395,93.077,6,6,14
"2010-07","SENGKANG","4 ROOM","296B","COMPASSVALE CRES",5,90,2002,368000,395371.5741,4088.888889,4393.01749,93.077,6,6,14
"2010-07","SENGKANG","4 ROOM","296C","COMPASSVALE CRES",11,90,2002,369680,397176.5313,4107.555556,4413.07257,93.077,6,6,14
"2010-07","SENGKANG","4 ROOM","227A","COMPASSVALE DR",2,101,1999,335000,359917.0579,3316.831683,3563.535227,93.077,6,3,8
"2010-07","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",14,101,1999,402000,431900.4695,3980.19802,4276.242272,93.077,4,1,7
"2010-07","SENGKANG","4 ROOM","207D","COMPASSVALE LANE",2,85,2005,320000,343801.3688,3764.705882,4044.721985,93.077,4,1,7
"2010-07","SENGKANG","4 ROOM","207D","COMPASSVALE LANE",8,92,2005,401000,430826.0902,4358.695652,4682.892285,93.077,4,1,7
"2010-07","SENGKANG","4 ROOM","292B","COMPASSVALE ST",5,90,2002,360000,386776.5399,4000,4297.517109,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","291A","COMPASSVALE ST",11,90,2001,392000,421156.6767,4355.555556,4679.51863,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",2,102,1999,350000,376032.7471,3431.372549,3686.59556,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","236","COMPASSVALE WALK",5,101,1999,401440,431298.8171,3974.653465,4270.285318,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","239","COMPASSVALE WALK",8,101,1999,420000,451239.2965,4158.415842,4467.715807,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","226A","COMPASSVALE WALK",8,102,1999,397000,426528.5731,3892.156863,4181.652678,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","230","COMPASSVALE WALK",8,101,1999,375000,402892.229,3712.871287,3989.03197,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","228B","COMPASSVALE WALK",11,101,1999,395000,424379.8146,3910.891089,4201.780342,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","228B","COMPASSVALE WALK",8,101,1999,411000,441569.883,4069.306931,4371.97904,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","150","RIVERVALE CRES",2,90,2005,334000,358842.6786,3711.111111,3987.140874,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","150","RIVERVALE CRES",5,91,2005,380000,408264.1254,4175.824176,4486.41896,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","150","RIVERVALE CRES",5,90,2005,360000,386776.5399,4000,4297.517109,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","150","RIVERVALE CRES",2,90,2005,343000,368512.0921,3811.111111,4094.578802,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","123B","RIVERVALE DR",2,101,1999,323000,347024.5066,3198.019802,3435.886204,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","188C","RIVERVALE DR",8,96,2000,345000,370660.8507,3593.75,3861.050528,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","116A","RIVERVALE DR",2,95,2000,350000,376032.7471,3684.210526,3958.239443,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","116A","RIVERVALE DR",14,95,2000,370000,397520.3326,3894.736842,4184.424554,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","116C","RIVERVALE DR",14,95,2000,360000,386776.5399,3789.473684,4071.331998,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","117B","RIVERVALE DR",5,95,2000,365000,392148.4362,3842.105263,4127.878276,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","194","RIVERVALE DR",2,90,2001,320000,343801.3688,3555.555556,3820.015208,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","195","RIVERVALE DR",5,91,2001,340000,365288.9543,3736.263736,4014.164333,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","195","RIVERVALE DR",11,91,2001,372000,399669.0912,4087.912088,4391.968035,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","195","RIVERVALE DR",2,91,2001,336000,360991.4372,3692.307692,3966.93887,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","122D","RIVERVALE DR",5,90,2000,322000,345950.1273,3577.777778,3843.890303,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","127","RIVERVALE ST",8,100,1999,340000,365288.9543,3400,3652.889543,93.077,3,12,12
"2010-07","SENGKANG","4 ROOM","132","RIVERVALE ST",5,100,1999,365000,392148.4362,3650,3921.484362,93.077,3,12,12
"2010-07","SENGKANG","4 ROOM","113","RIVERVALE WALK",14,101,1998,375000,402892.229,3712.871287,3989.03197,93.077,3,6,6
"2010-07","SENGKANG","4 ROOM","104","RIVERVALE WALK",14,104,1999,405000,435123.6073,3894.230769,4183.88084,93.077,3,6,6
"2010-07","SENGKANG","4 ROOM","260D","SENGKANG EAST WAY",2,90,2001,375000,402892.229,4166.666667,4476.580322,93.077,1,1,1
"2010-07","SENGKANG","4 ROOM","325B","SENGKANG EAST WAY",5,90,2003,398000,427602.9524,4422.222222,4751.143915,93.077,1,1,1
"2010-07","SENGKANG","4 ROOM","322A","ANCHORVALE DR",11,85,2002,411000,441569.883,4835.294118,5194.9398,93.077,7,8,10
"2010-07","SENGKANG","4 ROOM","320A","ANCHORVALE DR",8,88,2002,405000,435123.6073,4602.272727,4944.586447,93.077,7,8,10
"2010-07","SENGKANG","4 ROOM","303C","ANCHORVALE LINK",5,88,2001,368000,395371.5741,4181.818182,4492.858796,93.077,10,10,10
"2010-07","SENGKANG","4 ROOM","185B","RIVERVALE CRES",5,85,2000,341000,366363.3336,4011.764706,4310.156866,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","185C","RIVERVALE CRES",11,85,2000,350000,376032.7471,4117.647059,4423.914672,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","184C","RIVERVALE CRES",8,85,2003,343000,368512.0921,4035.294118,4335.436378,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","184C","RIVERVALE CRES",8,85,2003,331000,355619.5408,3894.117647,4183.759304,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","311B","ANCHORVALE LANE",2,95,2002,359000,385702.1606,3778.947368,4060.022743,93.077,6,6,18
"2010-07","SENGKANG","4 ROOM","318C","ANCHORVALE LINK",14,92,2003,403000,432974.8488,4380.434783,4706.248356,93.077,10,10,10
"2010-07","SENGKANG","4 ROOM","268C","COMPASSVALE LINK",2,90,2006,398000,427602.9524,4422.222222,4751.143915,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","268C","COMPASSVALE LINK",11,90,2006,433000,465206.2271,4811.111111,5168.958079,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","268D","COMPASSVALE LINK",17,90,2006,440000,472726.882,4888.888889,5252.520912,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","267A","COMPASSVALE LINK",5,90,2006,420000,451239.2965,4666.666667,5013.769961,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269C","COMPASSVALE LINK",2,90,2006,386000,414710.4011,4288.888889,4607.893345,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269C","COMPASSVALE LINK",5,91,2006,401000,430826.0902,4406.593407,4734.35264,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",14,91,2006,455000,488842.5712,5000,5371.896387,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",5,90,2006,415000,445867.4001,4611.111111,4954.082223,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",2,90,2006,4e+05,429751.7109,4444.444444,4775.019011,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","269D","COMPASSVALE LINK",2,90,2006,392000,421156.6767,4355.555556,4679.51863,93.077,7,5,17
"2010-07","SENGKANG","4 ROOM","297A","COMPASSVALE ST",11,94,2001,375000,402892.229,3989.361702,4286.087543,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","298A","COMPASSVALE ST",5,94,2001,375000,402892.229,3989.361702,4286.087543,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","298A","COMPASSVALE ST",14,94,2001,383000,411487.2632,4074.468085,4377.524077,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","298C","COMPASSVALE ST",11,94,2001,365000,392148.4362,3882.978723,4171.791875,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","298D","COMPASSVALE ST",14,94,2001,340000,365288.9543,3617.021277,3886.052705,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","299B","COMPASSVALE ST",11,94,2001,367000,394297.1948,3904.255319,4194.651008,93.077,4,5,10
"2010-07","SENGKANG","4 ROOM","403A","FERNVALE LANE",23,94,2004,410000,440495.5037,4361.702128,4686.12238,93.077,10,7,7
"2010-07","SENGKANG","4 ROOM","405B","FERNVALE LANE",8,93,2004,398000,427602.9524,4279.569892,4597.881209,93.077,10,7,7
"2010-07","SENGKANG","4 ROOM","408C","FERNVALE RD",20,95,2005,412000,442644.2623,4336.842105,4659.413287,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","408C","FERNVALE RD",11,95,2005,392000,421156.6767,4126.315789,4433.228176,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","406C","FERNVALE RD",8,90,2004,379000,407189.7461,4211.111111,4524.330512,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","407A","FERNVALE RD",14,91,2005,401000,430826.0902,4406.593407,4734.35264,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","407A","FERNVALE RD",14,90,2005,402000,431900.4695,4466.666667,4798.894106,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","407B","FERNVALE RD",20,91,2005,393000,422231.056,4318.681319,4639.901714,93.077,2,2,3
"2010-07","SENGKANG","4 ROOM","158B","RIVERVALE CRES",2,95,2003,360000,386776.5399,3789.473684,4071.331998,93.077,5,5,5
"2010-07","SENGKANG","4 ROOM","119A","RIVERVALE DR",2,102,2001,375000,402892.229,3676.470588,3949.923814,93.077,2,10,10
"2010-07","SENGKANG","4 ROOM","119C","RIVERVALE DR",2,101,2001,381000,409338.5047,3772.277228,4052.856482,93.077,2,10,10
"2010-07","SENGKANG","5 ROOM","301C","ANCHORVALE DR",5,110,2001,426000,457685.5722,3872.727273,4160.777929,93.077,7,8,10
"2010-07","SENGKANG","5 ROOM","319C","ANCHORVALE DR",11,110,2002,468000,502809.5018,4254.545455,4570.995471,93.077,7,8,10
"2010-07","SENGKANG","5 ROOM","319C","ANCHORVALE DR",5,110,2002,457000,490991.3298,4154.545455,4463.557543,93.077,7,8,10
"2010-07","SENGKANG","5 ROOM","321A","ANCHORVALE DR",14,110,2002,480000,515702.0531,4363.636364,4688.200483,93.077,7,8,10
